K4 s	 -0.1600	 -0.0700	 -0.0900	 -0.0900	 0.0300	 -0.0400	 -0.0700	 -0.0600	 -0.0300	 -0.0900
K3	 -0.2700	 -0.3800	 -0.1300	 -0.0600	 -0.0700	 -0.0700	 -0.0800	 -0.0600	 -0.0600	 -0.0500
K3 s	 -0.1200	 -0.1200	 -0.1000	 -0.1200	 -0.1000	 -0.0300	 -0.0900	 -0.0100	 -0.0800	 -0.0500
K2	 -0.2600	 -0.3700	 -0.1100	 -0.0600	 -0.0600	 -0.0700	 -0.0700	 -0.0500	 -0.0500	 -0.0600
K2 s	 -0.1500	 -0.2200	 -0.1600	 -0.0300	 -0.0700	 -0.0900	 -0.0900	 -0.0500	 0.0000	 -0.1200
QJ	 -0.1000	 -0.1100	 -0.1000	 -0.0800	 -0.0100	 -0.1000	 0.0300	 -0.0300	 0.0200	 0.0200
QJ s	 0.1700	 0.0700	 0.1500	 0.1100	 0.1600	 0.3000	 0.1300	 0.2000	 0.3400	 0.2300
QT	 -0.1600	 -0.1600	 -0.1000	 -0.0700	 -0.0500	 -0.0800	 -0.1200	 -0.0300	 -0.0300	 0.0100
QT s	 0.0200	 -0.0300	 0.0400	 0.1200	 0.1100	 0.0200	 0.1500	 0.1500	 0.1200	 0.0700
Q9	 -0.2500	 -0.2200	 -0.1100	 -0.1100	 -0.0500	 -0.0900	 -0.0800	 -0.0500	 -0.0500	 -0.0700
Q9 s	 -0.0700	 -0.1300	 -0.0400	 0.1100	 0.0700	 0.0600	 -0.0700	 -0.0100	 0.0100	 0.0000
Q8	 -0.2800	 -0.3000	 -0.1100	 -0.1000	 -0.0800	 -0.0900	 -0.0300	 -0.0700	 -0.0500	 -0.0700
Q8 s	 -0.1000	 -0.1800	 -0.0700	 -0.0700	 -0.1200	 0.0200	 0.0200	 -0.0600	 -0.0700	 0.0200
Q7	 -0.2900	 -0.3400	 -0.1100	 -0.0700	 -0.0600	 -0.0700	 -0.0500	 -0.0600	 -0.0700	 -0.0500
Q7 s	 -0.2000	 -0.1700	 -0.0400	 -0.1200	 -0.1000	 -0.0800	 -0.0400	 -0.0300	 -0.0600	 0.0400
Q6	 -0.2800	 -0.3800	 -0.1100	 -0.0600	 -0.0600	 -0.0600	 -0.0500	 -0.0500	 -0.0400	 -0.0600
Q6 s	 -0.2000	 -0.1500	 -0.1600	 -0.0900	 -0.0500	 -0.1300	 -0.0300	 -0.0700	 -0.0300	 -0.0300
Q5	 -0.3100	 -0.3900	 -0.1000	 -0.0700	 -0.0400	 -0.0500	 -0.0300	 -0.0500	 -0.0400	 -0.0500
Q5 s	 -0.2100	 -0.1500	 -0.0200	 -0.0300	 -0.0900	 -0.0500	 -0.0600	 -0.1200	 -0.0600	 -0.0900
Q4	 -0.2700	 -0.3900	 -0.0800	 -0.0500	 -0.0300	 -0.0400	 -0.0400	 -0.0400	 -0.0300	 -0.0500
Q4 s	 -0.1900	 -0.2500	 -0.0900	 -0.1100	 -0.1000	 -0.1200	 -0.0700	 -0.0100	 -0.0500	 -0.0600
Q3	 -0.2700	 -0.3400	 -0.1200	 -0.0300	 -0.0500	 -0.0300	 -0.0500	 -0.0500	 -0.0400	 -0.0400
Q3 s	 -0.2700	 -0.3300	 -0.0100	 -0.1200	 -0.0800	 -0.0100	 -0.0700	 -0.1300	 -0.1300	 0.0100
Q2	 -0.3000	 -0.4000	 -0.1100	 -0.0500	 -0.0400	 -0.0500	 -0.0500	 -0.0400	 -0.0400	 -0.0400
Q2 s	 -0.2900	 -0.2400	 -0.1100	 -0.1000	 -0.1100	 -0.1000	 -0.0500	 -0.1100	 -0.1000	 -0.0800
JT	 -0.2000	 -0.1900	 -0.1200	 -0.1100	 -0.0200	 -0.0700	 -0.0200	 0.0000	 -0.0300	 -0.0100
JT s	 0.0700	 0.0100	 -0.0400	 0.0900	 0.0100	 0.1400	 0.1700	 0.1200	 0.2000	 0.1500
J9	 -0.2200	 -0.2700	 -0.1500	 -0.0700	 -0.0700	 -0.0800	 -0.0900	 -0.0900	 -0.0700	 -0.0500
J9 s	 -0.0400	 -0.1200	 -0.0900	 -0.0400	 -0.1100	 -0.0300	 -0.0100	 0.0000	 0.0700	 0.1800
J8	 -0.2800	 -0.2600	 -0.0700	 -0.0800	 -0.0700	 -0.0800	 -0.0900	 -0.0400	 -0.0600	 -0.0600
J8 s	 -0.1000	 -0.2300	 -0.0600	 -0.1800	 -0.1200	 -0.0300	 -0.0500	 0.0200	 -0.0100	 -0.0200
J7	 -0.2800	 -0.3500	 -0.1000	 -0.0600	 -0.0600	 -0.0400	 -0.0500	 -0.0400	 -0.0500	 -0.0500
J7 s	 -0.1500	 -0.2400	 -0.1200	 -0.0200	 -0.0100	 -0.1100	 -0.0600	 -0.0800	 -0.0200	 -0.0800
J6	 -0.2800	 -0.3700	 -0.0700	 -0.0600	 -0.0400	 -0.0400	 -0.0400	 -0.0400	 -0.0400	 -0.0500
J6 s	 -0.2000	 -0.2700	 -0.1900	 -0.1100	 -0.1500	 -0.0500	 -0.0400	 -0.0700	 -0.0600	 0.0100
J5	 -0.2800	 -0.3800	 -0.1100	 -0.0400	 -0.0600	 -0.0500	 -0.0500	 -0.0300	 -0.0500	 -0.0300
J5 s	 -0.2500	 -0.2300	 -0.1700	 -0.0500	 -0.0800	 -0.1000	 -0.1500	 -0.1700	 -0.0800	 -0.1100
J4	 -0.2700	 -0.3800	 -0.1000	 -0.0400	 -0.0500	 -0.0400	 -0.0300	 -0.0400	 -0.0300	 -0.0400
J4 s	 -0.2800	 -0.2000	 -0.0900	 -0.0300	 -0.1200	 -0.0500	 -0.0600	 -0.0900	 0.0500	 -0.0900
J3	 -0.2800	 -0.4200	 -0.1200	 -0.0400	 -0.0300	 -0.0300	 -0.0400	 -0.0300	 -0.0300	 -0.0300
J3 s	 -0.2700	 -0.3100	 -0.0800	 -0.0600	 -0.1000	 -0.1300	 -0.1100	 -0.0700	 -0.1000	 -0.0400
J2	 -0.2800	 -0.4300	 -0.0800	 -0.0400	 -0.0400	 -0.0300	 -0.0400	 -0.0300	 -0.0200	 -0.0400
J2 s	 -0.2700	 -0.3200	 -0.1200	 -0.1200	 -0.0800	 -0.0700	 -0.0100	 -0.0800	 -0.1000	 -0.1100
T9	 -0.1400	 -0.3100	 -0.0900	 -0.0700	 -0.0800	 -0.0700	 -0.0700	 -0.0900	 -0.0500	 -0.0700
T9 s	 -0.0800	 -0.1000	 -0.0500	 -0.0200	 0.0900	 -0.1000	 0.0500	 0.0200	 0.0600	 0.1100
T8	 -0.2500	 -0.2900	 -0.1100	 -0.0600	 -0.0400	 -0.0600	 -0.0400	 -0.0500	 -0.0400	 -0.0400
T8 s	 -0.1300	 -0.1600	 -0.0200	 -0.0700	 0.0200	 0.0100	 0.0400	 0.0300	 0.0600	 0.0800
T7	 -0.2600	 -0.3300	 -0.0700	 -0.0400	 -0.0300	 -0.0300	 -0.0100	 -0.0500	 -0.0300	 -0.0300
T7 s	 -0.1700	 -0.1500	 -0.1200	 -0.0700	 -0.0400	 -0.0600	 -0.0900	 0.0300	 0.0600	 -0.0900
T6	 -0.3000	 -0.3600	 -0.1000	 -0.0400	 -0.0300	 -0.0100	 -0.0300	 -0.0200	 -0.0200	 -0.0300
T6 s	 -0.1900	 -0.3100	 -0.1400	 -0.1200	 -0.1100	 -0.0600	 -0.1100	 -0.0700	 -0.0700	 -0.0500
T5	 -0.2900	 -0.3900	 -0.0900	 -0.0300	 -0.0300	 -0.0200	 -0.0200	 -0.0300	 -0.0200	 -0.0200
T5 s	 -0.2800	 -0.2300	 -0.1000	 -0.0700	 -0.0100	 -0.0900	 -0.0500	 -0.0200	 -0.0400	 -0.0800
T4	 -0.2700	 -0.4100	 -0.0900	 -0.0300	 -0.0100	 0.0000	 -0.0200	 -0.0200	 -0.0100	 -0.0100
T4 s	 -0.2600	 -0.3300	 -0.1200	 -0.0900	 -0.0800	 -0.0700	 -0.1100	 -0.1300	 -0.0500	 -0.0600
T3	 -0.2800	 -0.4100	 -0.0900	 -0.0300	 -0.0300	 -0.0100	 -0.0100	 -0.0200	 -0.0200	 -0.0200
T3 s	 -0.2300	 -0.3000	 -0.1100	 -0.0700	 -0.0400	 -0.0400	 -0.0300	 -0.0500	 -0.0400	 -0.1100
T2	 -0.2800	 -0.4200	 -0.1000	 -0.0100	 -0.0200	 -0.0200	 -0.0200	 -0.0200	 -0.0100	 -0.0100
T2 s	 -0.2900	 -0.3100	 -0.1100	 -0.1000	 -0.0800	 -0.0700	 -0.0700	 -0.1000	 -0.0600	 -0.1000
98	 -0.1800	 -0.3200	 -0.1000	 -0.0700	 -0.0800	 -0.0500	 -0.0800	 -0.0500	 -0.0400	 -0.0900
98 s	 -0.0300	 -0.1800	 -0.1100	 -0.0500	 -0.1500	 -0.1100	 0.0400	 0.0600	 0.0500	 0.0900
97	 -0.2200	 -0.3200	 -0.0900	 -0.0300	 -0.0300	 -0.0400	 -0.0200	 -0.0300	 -0.0400	 -0.0600
97 s	 -0.1700	 -0.1300	 0.0300	 -0.0700	 -0.0500	 0.0400	 -0.0700	 -0.0100	 -0.1300	 0.0400
96	 -0.2900	 -0.3400	 -0.0900	 -0.0400	 -0.0200	 -0.0200	 -0.0400	 -0.0400	 -0.0200	 -0.0300
96 s	 -0.1800	 -0.2200	 -0.1300	 -0.0900	 -0.0800	 -0.0800	 -0.0700	 -0.0900	 -0.0900	 -0.0300
95	 -0.2700	 -0.3900	 -0.0800	 -0.0400	 -0.0200	 -0.0200	 -0.0300	 -0.0200	 -0.0200	 -0.0200
95 s	 -0.2300	 -0.2900	 -0.1100	 -0.0900	 -0.1000	 -0.1000	 -0.0800	 -0.0700	 -0.0800	 -0.0800
94	 -0.2800	 -0.4200	 -0.0800	 -0.0200	 -0.0200	 -0.0100	 -0.0200	 -0.0100	 0.0100	 -0.0200
94 s	 -0.2900	 -0.3800	 -0.1000	 -0.1000	 -0.0800	 -0.0400	 -0.0800	 -0.0700	 -0.1100	 -0.0800
93	 -0.2600	 -0.4100	 -0.0800	 -0.0300	 -0.0200	 -0.0200	 -0.0100	 -0.0200	 -0.0200	 -0.0200
93 s	 -0.1700	 -0.3700	 -0.1100	 -0.0700	 -0.0600	 -0.1600	 -0.0900	 -0.0400	 -0.0900	 -0.0900
92	 -0.2600	 -0.3900	 -0.0800	 -0.0200	 0.0100	 -0.0100	 -0.0100	 -0.0200	 -0.0200	 -0.0100
92 s	 -0.2200	 -0.3400	 -0.1100	 -0.0600	 -0.1000	 -0.0800	 -0.1000	 -0.1100	 -0.0800	 -0.0900
87	 -0.2300	 -0.3100	 -0.1200	 -0.0800	 -0.0800	 -0.0700	 -0.0600	 -0.0800	 -0.0900	 -0.0800
87 s	 -0.1700	 -0.1900	 0.1100	 -0.0200	 -0.0900	 -0.0500	 -0.0200	 -0.0700	 0.0000	 0.0200
86	 -0.2500	 -0.3000	 -0.0900	 -0.0300	 -0.0500	 -0.0400	 -0.0300	 -0.0300	 -0.0300	 -0.0200
86 s	 -0.1700	 -0.2200	 -0.0500	 -0.0900	 -0.0800	 -0.0700	 -0.0200	 -0.0400	 -0.0200	 0.0000
85	 -0.2500	 -0.3600	 -0.0700	 -0.0300	 -0.0300	 -0.0200	 -0.0200	 0.0000	 -0.0200	 -0.0200
85 s	 -0.2300	 -0.2700	 -0.1000	 -0.1000	 -0.0500	 -0.1000	 -0.1000	 -0.0500	 -0.1100	 -0.0300
84	 -0.2800	 -0.3800	 -0.0800	 -0.0300	 -0.0200	 -0.0200	 -0.0200	 -0.0200	 -0.0100	 -0.0200
84 s	 -0.2000	 -0.3000	 -0.1200	 -0.1000	 -0.0800	 -0.1000	 -0.0800	 -0.0900	 -0.1400	 -0.1400
83	 -0.2900	 -0.4100	 -0.0800	 -0.0400	 -0.0100	 -0.0200	 -0.0100	 -0.0100	 -0.0100	 -0.0100
83 s	 -0.2500	 -0.3100	 -0.1200	 -0.0700	 -0.0700	 -0.0900	 -0.1100	 -0.0500	 -0.0800	 -0.1200
82	 -0.2700	 -0.4000	 -0.0800	 0.0200	 -0.0100	 -0.0100	 -0.0200	 -0.0100	 -0.0100	 -0.0100
82 s	 -0.2600	 -0.3500	 -0.1500	 -0.0800	 -0.0900	 -0.0800	 -0.0600	 -0.0600	 0.0500	 -0.0300
76	 -0.2500	 -0.3200	 -0.0700	 -0.0700	 -0.0400	 -0.0100	 -0.0500	 -0.0300	 -0.0200	 -0.0500
76 s	 -0.1700	 -0.1000	 -0.0400	 -0.0200	 -0.0400	 -0.0300	 0.0000	 0.0300	 0.0000	 0.1200
75	 -0.2700	 -0.3500	 -0.0700	 -0.0200	 -0.0200	 -0.0200	 -0.0100	 -0.0200	 -0.0200	 -0.0300
75 s	 -0.1600	 -0.2400	 -0.1400	 -0.0800	 -0.0300	 -0.0600	 -0.1000	 -0.0500	 -0.0800	 0.0700
74	 -0.2700	 -0.3800	 -0.0700	 -0.0300	 -0.0200	 -0.0100	 -0.0100	 -0.0100	 -0.0200	 -0.0200
74 s	 -0.1700	 -0.2400	 -0.1000	 -0.1000	 -0.0800	 0.0600	 -0.0600	 -0.0400	 0.0300	 -0.0700
73	 -0.2600	 -0.4200	 -0.0800	 -0.0300	 -0.0200	 -0.0100	 -0.0100	 -0.0200	 0.0000	 -0.0100
73 s	 -0.2700	 -0.3400	 -0.1200	 -0.1000	 -0.0600	 -0.1000	 -0.0500	 -0.0800	 -0.1000	 -0.0800
72	 -0.2700	 -0.4100	 -0.0800	 -0.0300	 -0.0100	 -0.0200	 -0.0100	 -0.0200	 -0.0200	 -0.0100
72 s	 -0.2600	 -0.3400	 -0.1200	 -0.0800	 -0.0800	 -0.0600	 -0.0500	 -0.0700	 -0.0800	 -0.0700
65	 -0.2700	 -0.3100	 -0.0700	 -0.0500	 -0.0500	 -0.0400	 -0.0500	 -0.0500	 -0.0500	 -0.0300
65 s	 -0.1500	 -0.2200	 -0.0800	 -0.0600	 -0.0500	 -0.0600	 -0.1400	 -0.0200	 0.0700	 -0.0400
64	 -0.2700	 -0.3300	 -0.0700	 -0.0200	 -0.0300	 -0.0200	 -0.0200	 -0.0300	 -0.0200	 -0.0300
64 s	 -0.1800	 -0.2100	 0.0600	 -0.0500	 -0.0600	 -0.0200	 0.0400	 -0.0300	 -0.0200	 -0.0300
63	 -0.2500	 -0.3700	 -0.1000	 -0.0300	 -0.0200	 -0.0200	 -0.0200	 -0.0200	 -0.0200	 -0.0300
63 s	 -0.2100	 -0.3000	 -0.1200	 -0.1500	 -0.0500	 -0.1200	 -0.0700	 -0.0800	 -0.0100	 0.0500
62	 -0.2700	 -0.4100	 -0.0900	 -0.0100	 -0.0200	 -0.0100	 -0.0100	 -0.0100	 -0.0100	 -0.0100
62 s	 -0.2500	 -0.3200	 -0.0800	 -0.0800	 -0.0800	 -0.1000	 -0.0700	 -0.0700	 -0.0800	 -0.1000
54	 -0.2700	 -0.3200	 -0.0800	 -0.0600	 -0.0500	 -0.0300	 -0.0600	 -0.0400	 0.0300	 -0.0600
54 s	 -0.2000	 -0.1500	 -0.0700	 -0.0100	 -0.0400	 -0.0700	 -0.0100	 -0.0300	 0.0000	 0.0000
53	 -0.2400	 -0.3300	 -0.0700	 -0.0300	 -0.0200	 -0.0200	 0.0100	 -0.0300	 -0.0300	 -0.0400
53 s	 -0.2300	 -0.2600	 -0.0800	 -0.0600	 0.0400	 -0.0300	 -0.1000	 -0.0800	 -0.0800	 -0.0300
52	 -0.2500	 -0.3700	 -0.0900	 -0.0200	 -0.0300	 -0.0100	 -0.0200	 -0.0100	 -0.0100	 -0.0200
52 s	 -0.2200	 -0.3000	 -0.1200	 -0.1100	 -0.0600	 -0.0900	 -0.1000	 -0.0200	 -0.0700	 -0.0200
43	 -0.2700	 -0.3600	 -0.0900	 -0.0700	 -0.0300	 -0.0400	 -0.0400	 -0.0200	 -0.0300	 -0.0400
43 s	 -0.2500	 -0.2200	 -0.0300	 -0.0500	 -0.0600	 -0.0900	 -0.0900	 -0.0400	 -0.0600	 -0.1100
42	 -0.2600	 -0.4000	 -0.0900	 -0.0200	 -0.0200	 -0.0200	 -0.0200	 -0.0200	 -0.0200	 -0.0200
42 s	 -0.2900	 -0.2600	 -0.1800	 -0.1000	 -0.0600	 -0.0900	 0.0300	 -0.0700	 -0.0600	 -0.0300
32	 -0.2900	 -0.4100	 -0.0700	 -0.0500	 -0.0400	 -0.0400	 -0.0400	 -0.0400	 -0.0300	 -0.0400
32 s	 -0.1700	 -0.3300	 -0.1400	 -0.0800	 -0.1000	 -0.0800	 -0.0900	 -0.0700	 -0.0800	 -0.1000

